"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000117143",407.728703071205,-0.716510583667767,0.253557481785383,-2.82583096591185,0.00471581423247621,0.114487249678915
"ENSG00000166441",424.620334331227,0.749027449354152,0.265258508673896,2.823764082437,0.00474633070276911,0.114487249678915
"ENSG00000136235",290.546301999799,0.800155680983606,0.283713365248586,2.8202960416846,0.00479793631291959,0.114644636945338
"ENSG00000164733",1792.39386505301,0.603089936818033,0.213975533913546,2.81849950687214,0.00482486851465931,0.114644636945338
"ENSG00000171345",399.748535464531,0.668771733152708,0.238044422008941,2.80944089136266,0.00496276312980356,0.117047687446626
"ENSG00000114374",392.949041867581,-0.683674739597015,0.24364199615314,-2.80606279045298,0.00501509186706472,0.117412150770103
"ENSG00000026025",934.500294964147,0.619924096221617,0.221339135174112,2.80078846307033,0.00509779234782238,0.118477159382967
"ENSG00000118181",458.433977782497,0.703447097115584,0.252673643448595,2.78401453952476,0.0053690627325191,0.123765762269449
"ENSG00000172869",621.734120599852,-0.657058225598059,0.236184956877764,-2.78196475458898,0.00540309075234089,0.123765762269449
"ENSG00000041353",284.038409071205,-0.731792819155555,0.264206526228151,-2.7697757114585,0.00560949056064541,0.127479218427484
"ENSG00000072110",1392.73608333334,0.664061740030093,0.240074386565581,2.76606659098425,0.00567369476999518,0.127479218427484
"ENSG00000224389",362.320424472345,0.809602744504906,0.292761615681162,2.76539922291801,0.00568531690223075,0.127479218427484
"ENSG00000077942",1321.28467013352,0.588486184974807,0.213155225364287,2.76083396017654,0.00576539794101737,0.128370818490904
"ENSG00000143013",243.552281404048,0.714902706183938,0.259261320524472,2.75745994326391,0.00582523499549779,0.128511398718698
"ENSG00000156467",254.980195102068,0.742358948174553,0.269367213524998,2.75593654647082,0.00585243492908642,0.128511398718698
"ENSG00000163453",1461.42689443279,0.605662485011375,0.220035087111085,2.7525722963702,0.00591290892232441,0.128950013758089
"ENSG00000125257",2012.55284919365,-0.639408407356561,0.233101936380219,-2.74304202395644,0.00608728946240251,0.129212864321931
"ENSG00000152137",314.52182827,0.871110157975054,0.317423159361221,2.74431821461316,0.00606367277248234,0.129212864321931
"ENSG00000173890",300.134316841096,-0.82277942131916,0.299745901995541,-2.74492300258837,0.006052509651824,0.129212864321931
"ENSG00000187244",2072.5372917629,-0.567836200272332,0.206911445605429,-2.74434407729754,0.00606319502210182,0.129212864321931
"ENSG00000106789",248.541136192737,-0.74916076168008,0.274810891465166,-2.72609559863475,0.00640884332393306,0.129684016788078
"ENSG00000112096",1408.55749434133,0.802593180357602,0.294760729340989,2.7228633276624,0.00647188257261189,0.129684016788078
"ENSG00000145423",281.946094792789,0.747865576938331,0.274232810827416,2.72711924835642,0.00638899450341226,0.129684016788078
"ENSG00000154330",528.214242862122,0.884655301279664,0.323636225220285,2.73348665056737,0.00626676636292585,0.129684016788078
"ENSG00000159176",3505.27557256098,0.670715930298593,0.245978472302554,2.72672613997541,0.00639661042004668,0.129684016788078
"ENSG00000160932",226.386999742822,0.716648480865172,0.261659945001419,2.73885435870318,0.00616536787029843,0.129684016788078
"ENSG00000169347",290.509214952958,-0.81117237434777,0.297934826552808,-2.72265039885827,0.00647605485844985,0.129684016788078
"ENSG00000182253",1396.41094925682,0.805089817345486,0.295121772010325,2.72799194671859,0.00637211636734854,0.129684016788078
"ENSG00000196923",525.663917718317,0.743553385286518,0.272110621883875,2.7325408326171,0.00628478806930985,0.129684016788078
"ENSG00000013375",557.287515941755,-0.73514150236698,0.27038385581145,-2.71888090418987,0.00655031882071254,0.13035134453218
"ENSG00000109586",720.417781462505,-0.602535385567992,0.221849743164868,-2.71596160974691,0.00660835804178791,0.130689515559334
"ENSG00000112769",236.649942873047,0.704372414429875,0.259562421854462,2.71369179481929,0.00665380389511858,0.130775997543565
"ENSG00000183087",321.434368142951,0.681353367621246,0.251639056914893,2.70766142575271,0.00677591092029863,0.132358897976876
"ENSG00000137845",601.2446406665,-0.596855575723064,0.220911691597811,-2.70178355616276,0.00689686434152397,0.133900097947636
"ENSG00000151726",1043.72702581192,-0.589691320469603,0.218738507349858,-2.69587338605374,0.00702043462951723,0.134657011207126
"ENSG00000180573",270.068751757453,-0.841989275289205,0.312176892270198,-2.69715438950696,0.00699348378858593,0.134657011207126
"ENSG00000167751",27493.7235228694,-0.792744948684612,0.29497065379872,-2.68753836517432,0.00719808328697042,0.137237707698885
"ENSG00000084636",530.03877480037,0.602747620906295,0.224512871072604,2.68469071740379,0.00725969510305404,0.137473370899447
